,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000005339,2578.03552021981,2139.1921079792,2657.86725891863,2225.27663703595,2738.45499332956,2828.34235464786,2582.52412225182,2707.10347466199
ENSG00000005379,181.703147692643,169.617736261261,103.432154892527,129.845115641937,145.201799646312,222.293270734264,128.148800010813,137.631385102096
ENSG00000005381,3.90759457403533,11.1590615961356,7.63024093469463,1.49247259358548,0,2.14430807782249,6.51604067851594,3.17610888697144
ENSG00000005436,209.05630971089,241.035730476529,239.080882620432,271.630012032557,270.024399342264,301.632669613696,258.469613581132,266.793146505601
ENSG00000005448,223.709789363523,229.876668880394,228.907228040839,226.855834224993,198.697199516005,308.780363206438,180.277125438941,261.499631693982
ENSG00000005469,486.495524467399,422.92843449354,258.580387231318,255.212813503117,531.557465371877,363.102834511274,559.293491572618,499.70779821684
ENSG00000005471,62.5215131845653,20.0863108730441,50.8682728979642,25.3720340909531,17.8317999565646,12.8658484669349,56.4723525471381,23.2914651711239
ENSG00000005483,1640.21282245133,1635.91842999348,1439.57212301239,1635.74996256968,1833.27886220109,1828.38002102331,1678.96648149761,1886.60867886104
ENSG00000005486,750.258158214784,689.630006641181,941.063048612338,841.754542782209,1006.222997549,1017.11679824713,828.623172951277,727.32893511646
ENSG00000005513,9.76898643508833,2.23181231922712,4.23902274149702,0,4.2456666563249,2.14430807782249,5.43003389876328,7.41092073626669
ENSG00000005700,1044.30464991094,919.506675521575,1281.8804770287,1179.05334893253,1133.59299723875,1217.2522188439,1256.50984417382,1233.38895110724
ENSG00000005801,195.379728701767,191.935859453533,250.102341748324,202.976272727625,271.722666004794,199.420651237491,213.943335611273,158.805444348572
ENSG00000005810,2625.90355375174,2251.89863010017,2222.09572109274,2290.94543115371,2501.54679390663,2631.78078084746,2406.59102393189,2432.89940742012
ENSG00000005812,1329.55905381552,1539.95050026671,1170.81808120148,1940.21437166112,956.124131004367,1297.3063870826,1261.93987807259,1778.62097670401
ENSG00000005882,595.908172540388,609.284763149005,627.375365741559,607.436345589289,693.741931643489,553.231484078201,705.904406839226,745.326885475965
ENSG00000005884,691.644239604254,730.918534546883,1327.66192263687,1662.61446925422,1127.64906391989,1883.41726168742,1310.81018316146,1542.5302161058
ENSG00000005889,663.314178942498,661.732352650842,653.65730673884,693.999756017247,727.707264894088,796.96783559069,1008.90029839022,1088.34664526888
ENSG00000005893,4984.13687918207,4988.10053347262,5272.49648587399,5750.49690308484,4800.15072164093,4970.50612439252,5128.12401399204,5463.9659885532
ENSG00000005955,1298.29829722324,1427.24397814575,1502.30965958654,1574.55858623268,1447.77232980679,1370.92763108784,1251.07981027506,1550.99983980439
ENSG00000005961,4.88449321754417,12.2749677557492,10.1736545795928,4.47741778075643,5.94393331885486,3.57384679637081,15.2040949165372,10.5870296232381
ENSG00000006007,1896.16026705065,2036.52874129475,2103.40308433082,2501.38406684926,2426.82306075531,2561.7333836386,1877.70572219234,2228.56973569163
ENSG00000006015,505.056598694067,516.664551901079,347.599864802755,285.062265374826,220.774666128895,261.605585494343,445.262779698589,397.01361087143
ENSG00000006016,128.950620943166,106.011085163288,83.0848457333415,122.382752674009,67.0815331699334,120.081252358059,263.899647479895,278.438879091163
ENSG00000006025,223.709789363523,147.29961306899,235.689664427234,116.412862299667,157.089666284021,69.3326278495937,222.631389849294,110.105108081677
ENSG00000006042,2917.01934951738,2670.36343995525,3106.35586496901,3099.86557687704,3270.8615920327,3267.92551060147,3178.74184433602,3186.69591659468
ENSG00000006062,265.716431034403,249.962979753438,232.298446234037,117.905334893253,243.701266073049,126.514176591527,216.115349170779,122.809543629562
ENSG00000006114,1195.72393965481,793.409279485242,1110.62395827222,835.784652407867,1305.11793015427,865.58569408101,1075.14671195513,785.55759804427
ENSG00000006118,501.149004120031,374.944469630157,490.878833465355,379.088038770711,626.660398473555,424.572999408852,412.682576306009,261.499631693982
ENSG00000006125,7008.27086853237,5983.48882784792,6595.91938576936,7626.53495322179,6882.22564990266,6733.1273643626,6059.91783101982,7043.55080834033
ENSG00000006194,527.52526749477,503.273677985716,494.270051658552,646.240633022512,563.824531959947,603.265339227393,541.917383096575,537.821104860497
ENSG00000006210,4.88449321754417,6.69543695768137,1.69560909659881,4.47741778075643,2.54739999379494,10.7215403891124,13.0320813570319,32.8197918320382
ENSG00000006282,1706.64193020993,1469.64841221106,1130.9712674314,1067.11790441362,1386.63472995571,1335.18916312413,1471.53918656485,1391.13569249349
ENSG00000006283,110.389546716498,50.2157771826103,33.9121819319761,7.46236296792739,133.313933008602,55.0372406641105,86.8805423802125,26.4675740580953
ENSG00000006327,527.52526749477,388.335343545519,566.333438264002,385.057929145053,611.375998510786,972.08632861286,632.055945816046,388.54398717284
ENSG00000006432,4.88449321754417,4.46362463845425,5.93463183809582,7.46236296792739,10.1895999751798,5.00338551491913,1.08600677975266,2.11740592464763
ENSG00000006451,1749.62547052432,1026.63366684448,969.040598706218,811.9050909105,1336.53586341108,825.558609961657,1196.77947128743,848.021072821375
ENSG00000006453,137.742708734745,110.474709801743,175.495541497977,161.187040107232,165.580999596671,156.534489681041,171.58907120092,136.572682139772
ENSG00000006459,420.066416708798,364.901314193635,286.557937325198,431.324579546203,392.299599044421,266.608971009262,475.670969531663,528.292778199583
ENSG00000006468,209.05630971089,104.895179003675,175.495541497977,179.096711230257,145.201799646312,163.682183273783,342.092135622087,278.438879091163
ENSG00000006530,296.000288983177,307.990100053343,291.644764614995,302.971936497852,356.635999131292,333.797290781034,291.049816973712,293.260720563696
ENSG00000006534,854.786313070229,1236.42402485183,1179.29612668447,1277.55654010917,1291.53179685403,1837.67202269387,570.153559370144,892.486597238975
ENSG00000006576,902.654346602162,728.686722227656,1303.92339528448,1011.89641845095,1143.78259721393,817.696147009641,1579.05385776036,1075.64220972099
ENSG00000006606,2.9306959305265,4.46362463845425,5.93463183809582,1.49247259358548,5.94393331885486,7.14769359274162,2.17201355950531,2.11740592464763
ENSG00000006607,636.937915567759,817.95921499674,783.371402628649,1158.15873262233,572.315865272596,1042.13372582173,801.47300345746,1211.15618889844
ENSG00000006625,202.218019206329,207.558545688122,183.125782432671,150.739731952133,245.399532735579,238.018196638296,185.707159337704,140.807493989067
ENSG00000006634,95.7360670638657,78.1134311729493,88.171673023138,71.6386844921029,95.9520664329427,73.6212440052387,104.256650856255,76.2266132873146
ENSG00000006638,87.920877915795,52.4475895018374,94.9541094095332,64.1763215241755,63.6849998448735,35.0236986044339,72.762454243428,55.0525540408383
ENSG00000006652,868.462894079353,918.390769361961,887.651362069475,874.58893984109,1342.47979672993,1263.71222719672,1279.31598654863,1161.39714966922
ENSG00000006695,162.165174822466,167.385923942034,187.364805174168,194.021437166112,177.468866234381,254.457891901602,150.954942385619,179.979503595048
ENSG00000006704,301.86168084423,246.615261274597,293.340373711594,253.720340909531,280.213999317443,197.276343159669,324.716027146044,350.430680529182
ENSG00000006712,968.106555717254,966.374734225344,1275.0980406423,1067.11790441362,1337.38499674234,1057.85865172576,1144.6511458593,993.063378659737
ENSG00000006715,2006.54981376714,1765.36354450865,2272.9639939907,2355.12175267788,2398.80166082357,2303.70164494062,2360.97873918227,2263.50693344831
ENSG00000006740,36.1452498098268,29.0135601499526,22.8907228040839,26.8645066845386,32.2670665880692,27.1612356524181,52.1283254281275,58.2286629278097
ENSG00000006744,906.561941176197,1043.37225923868,902.911843938865,920.855590242239,925.555331078828,960.650018864473,752.602698368591,978.241537187204
ENSG00000006747,2.9306959305265,3.34771847884068,0.847804548299403,0,1.69826666252996,2.14430807782249,2.17201355950531,2.11740592464763
ENSG00000006756,381.967369611954,329.192317086001,413.728619570109,414.907381016763,459.381132214354,427.432076845949,487.617044108943,594.991064825983
ENSG00000006757,116.250938577551,156.226862345899,148.365795952396,128.352643048351,172.374066246791,157.96402839959,153.126955945125,151.394523612305
ENSG00000006788,3.90759457403533,39.0567155864747,0,1.49247259358548,4.2456666563249,12.1510791076608,0,21.1740592464763
ENSG00000006831,1045.28154855445,1152.73106288081,1006.34399883139,1270.09417714124,1002.82646422394,1154.35251522777,953.513952622832,1166.69066448084
ENSG00000006837,16.6072769396502,6.69543695768137,11.0214591278922,10.4473081550983,14.4352666315047,9.2920016705641,16.2901016962898,8.46962369859051
ENSG00000007001,2.9306959305265,3.34771847884068,3.39121819319761,0,2.54739999379494,0,1.08600677975266,1.05870296232381
ENSG00000007038,0.976898643508833,0,4.23902274149702,2.98494518717095,0,0,1.08600677975266,4.23481184929525
ENSG00000007047,723.881894840045,753.236657739154,712.155820571499,825.337344252769,831.301531308415,801.256451746335,760.204745826859,844.844963934403
ENSG00000007080,602.74646304495,777.786593250652,591.767574712984,586.541729279093,667.418798374274,835.565380991495,513.681206823006,620.399935921755
ENSG00000007168,3117.28357143669,3247.28692447546,3228.43971992413,3564.02455348212,3234.34885878831,3440.18492618654,3090.77529517606,3400.55391498409
ENSG00000007171,0,2.23181231922712,0,0,1.69826666252996,1.42953871854832,5.43003389876328,1.05870296232381
ENSG00000007202,4099.06670816306,3741.63335318427,4439.95241944398,4216.23507687897,4333.97652277646,4834.69994613043,4151.8039189944,4211.52038412413
ENSG00000007237,394.667051977569,127.213302195946,261.971605424516,62.68384893059,235.209932760399,102.926787735479,1458.50710520782,772.853162496384
ENSG00000007255,126.019925012639,161.806393143966,98.3453276027308,171.63434826233,118.029533045832,125.084637872978,123.804772891803,106.928999194705
ENSG00000007312,0.976898643508833,2.23181231922712,0,5.96989037434191,4.2456666563249,0,1.08600677975266,2.11740592464763
ENSG00000007341,134.812012804219,122.749677557492,130.561900438108,114.920389706082,160.486199609081,212.286499704426,156.384976284382,200.094859879201
ENSG00000007372,31.2607565922827,39.0567155864747,22.8907228040839,32.8343970588805,18.6809332878296,27.1612356524181,44.5262779698589,41.2894155306287
ENSG00000007376,274.508518825982,305.758287734116,189.908218819066,182.081656417428,262.382199360879,288.766821146761,236.749477986079,267.851849467925
ENSG00000007384,1936.21311143451,2095.67176775427,1684.58763747091,1493.96506617906,1644.77126266027,1804.07786280798,1861.41562049605,2099.40797428812
ENSG00000007392,752.211955501802,659.500540331615,695.199729605511,619.376126337973,709.875464937523,590.399490760458,679.840244125163,648.984915904498
ENSG00000007402,17.584175583159,14.5067800749763,10.1736545795928,29.8494518717095,12.7369999689747,7.14769359274162,18.4621152557952,32.8197918320382
ENSG00000007516,4.88449321754417,8.92724927690849,5.93463183809582,7.46236296792739,10.1895999751798,8.57723231128994,7.60204745826859,11.6457325855619
ENSG00000007520,482.587929893364,517.780458060692,413.728619570109,376.10309358354,413.527932326045,520.35209355159,430.058684782052,461.594491573183
ENSG00000007541,714.112908404957,692.977725120022,578.202701940193,550.722387033041,544.294465340852,718.343206070533,604.905776322229,772.853162496384
ENSG00000007545,198.310424632293,230.992575040007,192.451632463965,220.885943850651,210.585066153715,216.575115860071,213.943335611273,202.212265803848
ENSG00000007866,1439.94860053202,2302.11440728278,1437.87651391579,2052.14981618003,1058.02013075616,1577.49597591808,1219.58561366223,1868.61072850153
ENSG00000007923,548.040139008456,594.777983074028,595.158792906181,586.541729279093,699.685864962343,721.202283507629,586.443661066434,581.227926315774
ENSG00000007933,743.419867710222,875.986335296646,1847.3661107444,2362.58411564581,190.205866203355,247.31019830886,304.081898330744,300.671641299963
ENSG00000007944,364.383194028795,273.397009105323,442.553974212289,288.047210561997,436.4545322702,318.072364877002,348.608176300603,245.619087259125
ENSG00000007952,9.76898643508833,12.2749677557492,6.78243638639523,13.4322533422693,10.1895999751798,12.1510791076608,4.34402711901062,9.52832666091432
ENSG00000007968,0.976898643508833,4.46362463845425,0.847804548299403,2.98494518717095,0,1.42953871854832,0,0
ENSG00000008018,1630.44383601624,1650.42521006846,1515.02672781103,1635.74996256968,1386.63472995571,1408.0956377701,1455.24908486856,1480.06674132869
ENSG00000008056,7.81518914807067,26.7817478307255,21.1951137074851,22.3870889037822,12.7369999689747,17.1544646225799,14.1180881367845,22.2327622088001
ENSG00000008083,270.600924251947,290.135601499526,240.776491717031,328.343970588805,261.533066029614,386.690223367321,246.523539003853,385.367878285868
ENSG00000008086,95.7360670638657,100.431554365221,108.518982182324,55.2214859626627,120.576933039627,125.799407232252,115.116718653782,98.4593754961146
ENSG00000008118,2.9306959305265,3.34771847884068,7.63024093469463,2.98494518717095,7.64219998138482,2.85907743709665,6.51604067851594,12.7044355478858
ENSG00000008128,31.2607565922827,25.6658416711119,20.3473091591857,14.9247259358548,11.8878666377097,12.1510791076608,32.5802033925797,29.6436829450668
ENSG00000008130,1246.52266911727,2024.253773539,1197.94782674706,2119.31108289138,1226.9976636779,1682.56707173138,1197.86547806718,2620.28983175144
ENSG00000008226,8.7920877915795,4.46362463845425,4.23902274149702,2.98494518717095,5.09479998758988,2.14430807782249,5.43003389876328,14.8218414725334
ENSG00000008256,1773.07103796853,3406.8615053002,2573.93460863699,5532.59590442136,2352.94846093526,6171.31864797311,2296.90433917687,5624.88883882642
ENSG00000008277,16.6072769396502,15.6226862345899,19.4995046108863,20.8946163101967,17.8317999565646,12.1510791076608,24.9781559343111,16.939247397181
ENSG00000008282,1830.70805793555,1967.34255939871,1660.00130557023,2458.10236163528,1608.25852941587,1929.87727004024,1992.82244084612,2269.85915122226
ENSG00000008283,546.086341721438,535.63495661451,518.856383559235,505.948209225477,534.104865365672,598.261953712473,477.842983091169,452.066164912268
ENSG00000008294,2753.8772760514,2542.03423159969,3000.38029643159,2998.37744051322,2767.32552659257,2795.46296412125,3206.97802060959,3154.93482772496
ENSG00000008300,60.5677158975477,90.3883989286985,73.7589957020481,73.1311570856884,105.292533076858,125.084637872978,78.1924881421912,92.1071577221718
ENSG00000008311,482.587929893364,1058.99494547327,479.009569789163,977.569548798488,382.959132400506,741.215825567306,485.445030549437,1167.74936744317
ENSG00000008323,6.83829050456183,13.3908739153627,3.39121819319761,4.47741778075643,9.34046664391478,13.5806178262091,5.43003389876328,5.29351481161907
ENSG00000008324,108.43574942948,170.733642420875,72.0633866054493,152.232204545719,92.5555331078828,104.356326454028,123.804772891803,150.335820649982
ENSG00000008382,79.1287901242155,73.6498065344951,74.6068002503475,73.1311570856884,93.4046664391478,105.071095813302,74.9344678029333,85.7549399482289
ENSG00000008394,2659.11810763104,3149.08718242947,2515.43609480433,2907.33661230451,6115.45825177038,5801.0681198691,2736.73708497669,2835.20653310317
ENSG00000008405,243.247762233699,291.25150765914,228.05942349254,246.257977941604,235.209932760399,293.770206661681,338.834115282829,267.851849467925
ENSG00000008438,0,6.69543695768137,0.847804548299403,1.49247259358548,0.84913333126498,0.714769359274162,0,3.17610888697144
ENSG00000008441,13337.5971798261,10582.1381116154,11391.1019109508,9074.2333689997,10254.9832416872,8274.1701029577,13105.9298180551,10397.5217929822
ENSG00000008513,2009.48050969767,1345.78282849396,1485.35356862055,877.573885028261,2254.44899450852,1657.55014415678,1763.67501031831,1153.98622893296
ENSG00000008516,2.9306959305265,1.11590615961356,2.54341364489821,0,5.09479998758988,3.57384679637081,2.17201355950531,3.17610888697144
ENSG00000008517,270.600924251947,133.908739153627,273.840869100707,144.769841577791,78.1202664763781,71.4769359274162,314.94196612827,173.627285821105
ENSG00000008710,4881.56252161364,5952.24345537874,4462.84314224806,4898.29505214754,3629.19585782652,6460.08546911987,5071.6516614449,8055.6708403219
ENSG00000008735,12.6996823656148,23.4340293518848,15.2604818693893,19.4021437166112,15.2843999627696,10.0067710298383,15.2040949165372,27.5262770204191
ENSG00000008838,1199.63153422885,1118.13797193279,1119.10200375521,1022.34372660605,1215.10979704019,1232.26237538865,1109.89892890721,1194.21694150126
ENSG00000008853,419.089518065289,543.446299731804,432.380319632696,659.672886364781,435.605398938935,587.540413323361,513.681206823006,876.606052804118
ENSG00000008869,719.97430026601,720.875379110361,661.287547673535,702.95459157876,677.608398349454,676.886583232631,730.882562773538,773.911865458708
ENSG00000008952,4369.66763241501,4882.08944830933,4556.94944710929,5389.31853543716,4885.06405476743,5773.1921148574,5306.22912587148,5491.49226557362
ENSG00000008988,12682.0981900317,13041.5952874037,11068.0883780487,10407.0113950715,9727.67144297161,9474.26785717901,10283.3981974779,9838.5266288752
ENSG00000009307,14543.090105916,14320.4237463208,16839.9417428711,17330.5917567146,16886.7145588667,15794.2585318812,14655.6614927621,15866.781296347
ENSG00000009335,1972.35836124433,2278.68037793089,1876.19146538658,2265.57339706275,2062.54486164264,2320.14134020393,1891.82381032913,2145.99090463037
ENSG00000009413,4870.81663653504,10682.5696659806,4420.45291483309,10821.9187760883,4723.72872182708,7370.70163283516,5104.23186483748,12685.3788945639
ENSG00000009694,19.5379728701767,7.81134311729493,1.69560909659881,2.98494518717095,1.69826666252996,0,1.08600677975266,1.05870296232381
